Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Price
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2018,65435,1st,Kerala,Yes,708303
Audi,Q5,Technology,Luxury,Manual,Diesel,2021,70436,1st,West Bengal,No,1473780
Hyundai,Aura,Base,Sedan,Manual,CNG,2021,35992,1st,Maharashtra,No,1290575
Tata,Harrier,XZ,SUV,Manual,Petrol,2020,163488,2nd,Gujarat,No,609840
Maruti Suzuki,Celerio,ZX,Hatchback,Automatic,Petrol,2018,24993,1st,Karnataka,No,1006236
Tata,Tiago,XZA,Hatchback,Manual,Diesel,2021,78598,1st,Rajasthan,No,1570350
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2019,132332,2nd,Madhya Pradesh,No,737352
Audi,A6,Premium Plus,Sedan,Manual,Petrol,2014,153444,2nd,Jharkhand,No,262086
Honda,WR-V,E,SUV,Manual,CNG,2021,52115,2nd,Uttar Pradesh,No,1378453
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2020,88184,2nd,West Bengal,No,1212710
Ford,Endeavour,Titanium+,SUV,Manual,Petrol,2018,39983,1st,Maharashtra,No,889350
Toyota,Fortuner,V,SUV,Manual,CNG,2016,67135,2nd,Rajasthan,No,355495
Hyundai,i10,SX(O),Hatchback,Manual,Petrol,2013,177808,3rd+,Uttarakhand,No,264515
MG,ZS EV,Style,Luxury,Manual,CNG,2023,74032,1st,Bihar,No,518215
Maruti Suzuki,Celerio,V,Hatchback,Automatic,Petrol,2023,157424,1st,Maharashtra,No,272250
Maruti Suzuki,Dzire,L,Sedan,Manual,Petrol,2016,160571,1st,Andhra Pradesh,No,272916
Volkswagen,Polo,Highline+,Hatchback,Manual,Diesel,2020,113796,1st,Punjab,No,1282500
Mahindra,TUV300,W6,SUV,Manual,Petrol,2016,49840,1st,Maharashtra,No,1131900
Ford,Aspire,Sports,Sedan,Manual,Diesel,2019,137714,1st,Madhya Pradesh,No,426431
Hyundai,Grand i10,Magna,Hatchback,Manual,Petrol,2023,53439,1st,Maharashtra,No,1531200
Hyundai,Grand i10,SX,Hatchback,Manual,Petrol,2014,43608,2nd,Delhi,No,319440
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2018,107854,2nd,Telangana,No,965580
Toyota,Glanza,V,Hatchback,Automatic,Petrol,2019,12351,1st,Uttar Pradesh,No,804650
Hyundai,Creta,SX,SUV,Manual,Diesel,2021,19999,1st,Uttar Pradesh,No,1396500
MG,Hector,Smart,SUV,Manual,Diesel,2019,103616,1st,Maharashtra,No,727650
Maruti Suzuki,Ignis,L,Hatchback,Automatic,Diesel,2017,29552,1st,West Bengal,No,1626240
Honda,WR-V,VX,SUV,Automatic,Petrol,2022,40026,1st,Delhi,No,1524600
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Petrol,2021,164123,2nd,Tamil Nadu,No,1161600
Mahindra,XUV500,W8(O),SUV,Manual,Petrol,2016,160150,1st,Delhi,No,1152112
Maruti Suzuki,Swift,V,Sedan,Automatic,Petrol,2015,163730,1st,Kerala,No,729671
Hyundai,Verna,SX,Sedan,Manual,Petrol,2016,127620,1st,Maharashtra,No,493762
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2023,15835,1st,Gujarat,No,550000
Honda,WR-V,S,SUV,Automatic,Diesel,2017,18557,2nd,Haryana,No,405543
Maruti Suzuki,Alto,Z,Hatchback,Manual,Diesel,2022,49054,1st,Karnataka,No,2194500
Hyundai,i20,Base,Hatchback,Automatic,Diesel,2020,129653,2nd,Karnataka,No,399300
Mahindra,TUV300,W6,SUV,Manual,CNG,2020,139285,1st,Gujarat,No,329175
Hyundai,Creta,Era,SUV,Manual,Petrol,2021,75312,2nd,North East,No,1298266
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2008,51232,2nd,Telangana,No,550267
Maruti Suzuki,WagonR,L,Hatchback,Manual,CNG,2005,56781,1st,Maharashtra,No,384024
Tata,Harrier,XT,SUV,Manual,Petrol,2023,18509,1st,Uttar Pradesh,No,299250
Honda,WR-V,ZX,SUV,Manual,Petrol,2021,94011,2nd,Maharashtra,No,1432514
Honda,Amaze,S,Sedan,Manual,Petrol,2016,141356,1st,Gujarat,No,329175
Hyundai,Creta,Era,SUV,Manual,Petrol,2023,146821,2nd,Karnataka,No,457380
Maruti Suzuki,Dzire,Base,Sedan,Manual,Petrol,2011,11285,1st,Maharashtra,No,804650
Honda,Amaze,VX,Sedan,Automatic,Petrol,2017,158240,1st,Madhya Pradesh,No,833910
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,CNG,2019,173484,1st,Maharashtra,Yes,256479
Tata,Harrier,XT,SUV,Manual,Petrol,2021,172155,1st,Telangana,No,1039500
Honda,Brio,S,Hatchback,Manual,Petrol,2018,78123,2nd,West Bengal,No,1120072
Tata,Tiago,XE,Hatchback,Manual,Petrol,2016,48095,1st,Telangana,No,1232000
Hyundai,i20,Sportz,Hatchback,Manual,Diesel,2013,164674,2nd,Gujarat,No,678810
Tata,Tigor,XZ,Sedan,Manual,Diesel,2021,123123,2nd,West Bengal,No,275880
Volkswagen,Polo,Trendline,Hatchback,Manual,Diesel,2011,177150,2nd,Delhi,No,199650
Tata,Altroz,XZA+,Hatchback,Manual,Diesel,2022,99018,1st,Tamil Nadu,No,574200
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2022,174733,2nd,Maharashtra,No,1411344
Honda,Amaze,E,Sedan,Manual,Petrol,2019,139959,2nd,Maharashtra,No,289674
Honda,City,S,Sedan,Manual,Petrol,2012,164293,3rd+,Delhi,No,193978
Honda,Jazz,VX,Sedan,Manual,Petrol,2012,165369,2nd,Telangana,No,379335
Hyundai,Venue,Era,SUV,Manual,Diesel,2019,102260,1st,Tamil Nadu,No,848925
Chevrolet,Cruze,LT,Sedan,Manual,Petrol,2014,175814,2nd,Maharashtra,No,341401
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2017,34626,2nd,Andhra Pradesh,No,842688
Maruti Suzuki,Baleno,L,Hatchback,Manual,Petrol,2018,28573,1st,Karnataka,No,1034880
Honda,WR-V,V,SUV,Automatic,Diesel,2017,98214,1st,Rajasthan,No,1135982
Chevrolet,Cruze,LS,Sedan,Manual,Petrol,2017,57313,1st,Maharashtra,No,1018248
Mahindra,Bolero,W6,SUV,Manual,Diesel,2014,93532,2nd,Karnataka,No,145904
Honda,WR-V,S,SUV,Manual,Diesel,2019,73774,2nd,Kerala,No,267290
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2021,23660,1st,Karnataka,No,739200
Hyundai,Venue,SX(O),SUV,Manual,Petrol,2019,56471,1st,Karnataka,No,1406790
Hyundai,Verna,Asta,Sedan,Manual,Petrol,2008,45885,1st,Karnataka,No,229900
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2017,14559,1st,Delhi,No,1247400
Hyundai,i20,Asta,Hatchback,Manual,Petrol,2014,176918,2nd,Kerala,No,689700
Mahindra,Thar,W11,SUV,Manual,Petrol,2021,156492,2nd,Karnataka,No,1524600
Maruti Suzuki,Baleno,V,Hatchback,Manual,CNG,2020,65765,1st,Gujarat,No,1181895
Honda,WR-V,E,SUV,Manual,Diesel,2022,178577,2nd,Punjab,No,790020
Toyota,Innova,G+,MPV,Manual,Petrol,2011,99114,2nd,Gujarat,No,787419
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Diesel,2022,134192,2nd,Maharashtra,No,686070
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2021,169447,1st,Maharashtra,No,316800
Audi,Q3,Technology,Luxury,Manual,Diesel,2022,73296,1st,Karnataka,No,526350
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Petrol,2019,116182,1st,Maharashtra,No,474012
MG,Hector,Sharp,SUV,Automatic,Petrol,2023,91761,2nd,Andhra Pradesh,No,924060
Hyundai,i10,Era,Hatchback,Manual,Diesel,2013,65615,1st,Karnataka,No,368445
Hyundai,i10,Magna,Hatchback,Manual,CNG,2011,142120,2nd,Tamil Nadu,No,341401
Maruti Suzuki,Swift,ZX,Sedan,Automatic,Diesel,2006,27565,1st,Uttar Pradesh,No,176908
Tata,Harrier,XZ,SUV,Manual,Petrol,2021,150298,1st,Rajasthan,No,224437
Maruti Suzuki,Swift,Base,Sedan,Manual,Petrol,2013,50686,2nd,Haryana,No,608039
Maruti Suzuki,Swift,L,Sedan,Automatic,Petrol,2023,123283,2nd,Karnataka,No,873987
Renault,Duster,RXL,SUV,Automatic,Petrol,2017,105584,2nd,Telangana,Yes,773657
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Diesel,2023,87558,1st,Maharashtra,No,478500
Honda,WR-V,S,SUV,Manual,Petrol,2020,29225,1st,Tamil Nadu,No,1270500
Hyundai,Aura,SX,Sedan,Manual,Petrol,2020,107860,1st,Delhi,No,1018875
Mahindra,Thar,W8(O),SUV,Manual,CNG,2010,35464,1st,Karnataka,No,1086277
Tata,Nexon,XT,SUV,Manual,Diesel,2022,62968,1st,Karnataka,No,703395
Honda,Amaze,ZX,Sedan,Manual,Diesel,2015,84767,2nd,Delhi,No,604839
Hyundai,Verna,Magna,Sedan,Manual,Petrol,2011,67859,1st,Maharashtra,No,350022
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2019,65899,1st,Jharkhand,No,911216
Hyundai,Verna,SX,Sedan,Manual,Electric,2006,16387,2nd,Karnataka,No,723265
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2000,103964,3rd+,Uttar Pradesh,No,264515
Honda,City,V,Sedan,Manual,Petrol,2017,140687,2nd,Karnataka,No,627627
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2019,143237,1st,Maharashtra,No,665280
Mahindra,Thar,W11,SUV,Manual,Petrol,2018,39688,2nd,Gujarat,No,782628
Honda,Brio,VX,Hatchback,Manual,Petrol,2017,54551,2nd,Delhi,No,1061121
Maruti Suzuki,Dzire,Z,Sedan,Manual,Petrol,2018,28563,1st,Chhattisgarh,No,331668
Kia,Sonet,HTX,SUV,Manual,Petrol,2023,127399,2nd,Uttar Pradesh,No,1316700
Honda,City,ZX,Sedan,Manual,Petrol,2013,55434,1st,Tamil Nadu,No,540035
Maruti Suzuki,Swift,L,Sedan,Automatic,Petrol,2009,177726,2nd,Madhya Pradesh,No,484334
Honda,WR-V,ZX,SUV,Manual,Petrol,2022,65622,2nd,Gujarat,No,1528015
Skoda,Rapid,Ambition,Sedan,Manual,Diesel,2013,68393,1st,Delhi,No,300019
Maruti Suzuki,WagonR,Z,Hatchback,Automatic,Petrol,2006,131619,3rd+,Tamil Nadu,No,196530
Hyundai,i10,Base,Hatchback,Manual,Diesel,2011,138782,2nd,Delhi,No,159720
Maruti Suzuki,Swift,Z,Sedan,Manual,Petrol,2019,23371,1st,Tamil Nadu,No,1382535
Nissan,Magnite,XL,SUV,Manual,Petrol,2022,109465,2nd,Uttar Pradesh,No,1053360
Tata,Altroz,XZ,Hatchback,Manual,Petrol,2020,64265,2nd,Haryana,No,945516
BMW,5 Series,Sport,Luxury,Automatic,Petrol,2015,178636,2nd,Gujarat,No,676414
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2022,28902,1st,Kerala,No,1539000
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2018,13070,1st,Andhra Pradesh,No,768075
Volkswagen,Vento,Highline+,Sedan,Manual,CNG,2013,44565,2nd,Tamil Nadu,No,720736
Ford,Figo,Ambiente,Sedan,Manual,Petrol,2013,172333,2nd,Rajasthan,No,458650
Honda,Jazz,V,Sedan,Manual,Diesel,2012,33291,1st,Maharashtra,Yes,197315
Tata,Altroz,XZA+,Hatchback,Manual,CNG,2020,117080,1st,Telangana,No,627000
Nissan,Sunny,XL,Sedan,Manual,CNG,2013,23405,1st,Maharashtra,No,764417
Ford,EcoSport,Titanium,SUV,Manual,Diesel,2020,48246,1st,Tamil Nadu,No,1848000
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2016,42560,2nd,Maharashtra,No,338800
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2016,85486,1st,Maharashtra,No,723492
Maruti Suzuki,Alto,L,Hatchback,Manual,Diesel,2020,126251,2nd,Delhi,No,906048
Toyota,Etios,E,Sedan,Manual,Petrol,2012,169923,2nd,Maharashtra,No,341401
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2017,145608,1st,Karnataka,No,554400
Maruti Suzuki,S-Presso,L,Hatchback,Automatic,Petrol,2019,163531,1st,Maharashtra,No,853776
Mahindra,Thar,W8,SUV,Manual,Petrol,2017,47589,1st,Jammu & Kashmir,No,349125
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2019,10113,1st,Tamil Nadu,No,1663200
Mahindra,Scorpio,AX7,SUV,Manual,CNG,2019,157629,2nd,Rajasthan,No,569143
Volkswagen,Ameo,Highline+,Sedan,Manual,Diesel,2018,89136,2nd,Delhi,No,560036
Mahindra,Bolero,W6,SUV,Manual,Diesel,2012,23963,1st,Maharashtra,No,635250
Jaguar,XE,Portfolio,Sedan,Manual,Petrol,2018,22748,1st,Bihar,No,631750
Kia,Seltos,GTX,SUV,Automatic,Petrol,2021,113322,2nd,Rajasthan,No,1086277
MG,Astor,Savvy,SUV,Manual,Diesel,2021,109722,2nd,Karnataka,No,762300
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2021,23309,1st,Andhra Pradesh,No,1140000
MG,Hector,Sharp,SUV,Manual,CNG,2020,138224,1st,Madhya Pradesh,No,781790
Mahindra,Thar,AX3,SUV,Manual,Petrol,2019,101821,1st,Punjab,No,471318
Maruti Suzuki,Alto,V,Hatchback,Automatic,Petrol,2004,95601,3rd+,Maharashtra,No,738205
Honda,WR-V,ZX,SUV,Manual,Diesel,2021,53968,1st,Kerala,No,1030976
Nissan,Sunny,XV,Sedan,Manual,CNG,2020,15356,1st,Gujarat,No,1389850
Toyota,Urban Cruiser,V,SUV,Manual,Petrol,2021,98555,1st,Kerala,No,433912
Honda,Brio,E,Hatchback,Automatic,Petrol,2016,59916,2nd,West Bengal,No,324231
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2020,148505,1st,Maharashtra,No,338580
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2018,114330,2nd,Telangana,Yes,178835
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2021,88937,2nd,Rajasthan,No,1193968
MG,Astor,Super,SUV,Manual,Petrol,2023,37864,1st,West Bengal,No,924000
Volkswagen,Vento,Comfortline,Sedan,Automatic,Hybrid,2021,17582,1st,Uttar Pradesh,No,729671
Maruti Suzuki,Celerio,Base,Hatchback,Automatic,Diesel,2019,32830,2nd,Madhya Pradesh,No,1287440
Maruti Suzuki,Ertiga,V,MPV,Automatic,Diesel,2017,90857,1st,Delhi,No,663201
Honda,Jazz,ZX,Sedan,Manual,Petrol,2016,84949,1st,Karnataka,No,824780
Toyota,Etios,E,Sedan,Manual,Diesel,2014,37150,2nd,Maharashtra,No,859826
Honda,Amaze,VX,Sedan,Manual,Diesel,2016,148687,2nd,Delhi,No,386232
Tata,Harrier,XM,SUV,Manual,CNG,2023,141216,1st,Maharashtra,No,246881
Maruti Suzuki,S-Presso,ZX,Hatchback,Automatic,Diesel,2019,26368,1st,Gujarat,No,640332
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2017,131880,2nd,Haryana,No,783436
Renault,Kiger,RXL,SUV,Manual,Diesel,2023,134167,1st,Bihar,No,897750
Maruti Suzuki,Ertiga,Z,MPV,Manual,Electric,2014,43359,1st,Rajasthan,No,1206975
Toyota,Innova,E,MPV,Manual,CNG,2021,164742,1st,Maharashtra,No,235125
Ford,Aspire,Trend+,Sedan,Manual,Petrol,2020,112425,1st,Gujarat,No,1097250
Tata,Tiago,XE,Hatchback,Automatic,Petrol,2017,136045,1st,Delhi,No,1270500
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2017,178125,1st,Gujarat,No,1060290
Mahindra,Scorpio,W8,SUV,Automatic,Petrol,2020,24310,1st,Telangana,No,508200
Jaguar,XF,Prestige,Sedan,Manual,CNG,2020,32002,1st,Jammu & Kashmir,No,342950
Maruti Suzuki,Ignis,V,Hatchback,Manual,CNG,2019,51930,2nd,Maharashtra,No,952061
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2020,87435,1st,Delhi,No,703395
Hyundai,Venue,SX,SUV,Automatic,Diesel,2022,147320,1st,Delhi,No,381150
Maruti Suzuki,Alto,Z,Hatchback,Manual,CNG,2010,139732,3rd+,Karnataka,No,475246
Maruti Suzuki,Ertiga,V,MPV,Manual,Diesel,2018,167542,2nd,Karnataka,No,711480
Toyota,Etios,E,Sedan,Automatic,Petrol,2015,106786,1st,Andhra Pradesh,No,625432
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Petrol,2007,59884,2nd,Karnataka,No,150072
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2023,158812,2nd,Rajasthan,No,1015740
Toyota,Fortuner,VX,SUV,Automatic,Diesel,2023,18140,1st,Punjab,No,877800
Tata,Altroz,XZ,Hatchback,Manual,Petrol,2022,76145,2nd,Haryana,No,1454640
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Diesel,2023,100848,2nd,Tamil Nadu,No,580800
Maruti Suzuki,Baleno,Base,Hatchback,Automatic,CNG,2017,31056,1st,Punjab,No,416955
Hyundai,Verna,Magna,Sedan,Manual,CNG,2018,107271,1st,Telangana,No,938148
Hyundai,i10,Sportz,Hatchback,Manual,Petrol,2009,167253,3rd+,Maharashtra,No,306281
Toyota,Innova,G,MPV,Manual,Petrol,2010,22551,1st,Delhi,No,181500
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Diesel,2023,23264,1st,Gujarat,No,880000
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2014,161086,3rd+,Madhya Pradesh,No,366795
Maruti Suzuki,Swift,L,Sedan,Manual,Diesel,2020,17059,1st,Punjab,No,1559520
Honda,Jazz,S,Sedan,Manual,Diesel,2021,21936,1st,Maharashtra,No,1567500
Hyundai,Venue,Magna,SUV,Manual,Petrol,2021,47128,1st,Maharashtra,No,1848000
Maruti Suzuki,Ertiga,V,MPV,Manual,Diesel,2020,119265,1st,Telangana,No,1320000
Renault,Triber,RXZ,MPV,Automatic,Diesel,2020,73652,2nd,Gujarat,No,463188
Maruti Suzuki,Celerio,Z,Hatchback,Automatic,Diesel,2020,76623,1st,Maharashtra,No,2100136
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2022,76300,1st,Kerala,No,1507536
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2014,127722,2nd,Gujarat,No,268329
Hyundai,i20,Base,Hatchback,Manual,Petrol,2011,72883,1st,Haryana,No,318202
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2019,155621,1st,Tamil Nadu,No,667012
Maruti Suzuki,Swift,V,Sedan,Manual,Petrol,2019,148680,1st,Maharashtra,No,1097250
Toyota,Innova,G,MPV,Manual,Diesel,2007,119101,3rd+,Rajasthan,No,529031
Toyota,Innova,G+,MPV,Manual,Diesel,2012,44224,1st,Andhra Pradesh,No,574750
Hyundai,Grand i10,SX,Hatchback,Manual,Petrol,2023,120799,1st,Gujarat,No,1155000
Maruti Suzuki,Alto,L,Hatchback,Automatic,Petrol,2014,96946,2nd,Uttar Pradesh,No,337941
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2013,86942,3rd+,Gujarat,No,170537
Hyundai,Grand i10,Sportz,Hatchback,Manual,CNG,2018,70598,1st,Tamil Nadu,No,318202
Maruti Suzuki,Swift,Z,Sedan,Manual,Diesel,2016,172728,2nd,Maharashtra,No,912473
Honda,Jazz,E,Sedan,Manual,Diesel,2021,59974,2nd,Haryana,No,1105526
Toyota,Innova,G,MPV,Manual,Petrol,2015,38544,1st,Telangana,No,1155000
Maruti Suzuki,Dzire,Z,Sedan,Manual,Petrol,2009,72947,1st,Maharashtra,No,787551
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2017,149098,2nd,Delhi,No,713512
Tata,Altroz,XZA+,Hatchback,Manual,Diesel,2023,166678,2nd,Punjab,No,689700
Skoda,Slavia,L&K,Sedan,Manual,Diesel,2022,13205,1st,Delhi,No,1881000
Honda,City,S,Sedan,Manual,Petrol,2002,83665,2nd,Maharashtra,No,220014
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2019,13471,1st,Maharashtra,No,1463000
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2018,108366,2nd,Karnataka,No,960498
Ford,Endeavour,Trend,SUV,Manual,Petrol,2010,130014,2nd,Karnataka,No,377338
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2018,53734,1st,Maharashtra,No,401940
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2015,117265,2nd,Karnataka,No,548856
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2014,61199,2nd,Maharashtra,No,500243
Mahindra,Bolero,AX5,SUV,Manual,Petrol,2001,174864,2nd,Andhra Pradesh,No,253464
Renault,Triber,RXE,MPV,Automatic,Petrol,2023,29143,1st,Delhi,No,2420000
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2021,106351,2nd,Bihar,No,689700
Honda,Amaze,E,Sedan,Manual,Petrol,2019,17548,1st,West Bengal,No,438900
Hyundai,Grand i10,Sportz,Hatchback,Manual,Hybrid,2015,158269,1st,Karnataka,No,1212750
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2009,73476,1st,Maharashtra,No,368445
Toyota,Urban Cruiser,V,SUV,Manual,Petrol,2022,175187,1st,Delhi,No,1126125
Tata,Nexon,XZ,SUV,Manual,Petrol,2023,11725,1st,Delhi,No,808500
Maruti Suzuki,Dzire,Base,Sedan,Manual,Petrol,2011,65456,1st,West Bengal,No,900058
Mahindra,Thar,W8(O),SUV,Manual,Diesel,2016,22884,1st,Maharashtra,No,808500
Maruti Suzuki,Ignis,V,Hatchback,Automatic,Diesel,2018,14265,2nd,Delhi,No,521752
Maruti Suzuki,Dzire,L,Sedan,Manual,Petrol,2022,69907,1st,Maharashtra,No,523670
Toyota,Urban Cruiser,G,SUV,Automatic,Petrol,2021,116800,1st,Gujarat,No,1334025
Hyundai,Verna,Asta,Sedan,Manual,Petrol,2009,96697,3rd+,Telangana,No,187512
Toyota,Glanza,V,Hatchback,Automatic,Petrol,2020,123928,1st,Tamil Nadu,Yes,999574
Honda,City,VX,Sedan,Manual,Petrol,2005,127918,3rd+,Karnataka,No,517275
Hyundai,i20,Era,Hatchback,Manual,Petrol,2015,105194,1st,Tamil Nadu,No,1039500
Volkswagen,Taigun,Highline,SUV,Manual,Diesel,2023,52206,2nd,Karnataka,No,265280
Mahindra,Bolero,W8(O),SUV,Manual,CNG,2013,162055,3rd+,Kerala,No,146585
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2010,30155,2nd,Tamil Nadu,No,960982
Tata,Tigor,XM,Sedan,Manual,Diesel,2020,29014,1st,Karnataka,No,313500
Renault,Duster,RXZ,SUV,Manual,Petrol,2020,174233,1st,Andhra Pradesh,Yes,135319
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Diesel,2020,166808,2nd,Tamil Nadu,No,1161600
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2020,83917,1st,Uttar Pradesh,No,1249668
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2022,15034,1st,Kerala,No,285000
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2011,161897,3rd+,Tamil Nadu,No,735075
Toyota,Urban Cruiser,ZX,SUV,Manual,Petrol,2020,150126,2nd,Telangana,No,246985
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2005,124355,2nd,Telangana,No,344995
Kia,Seltos,GTX,SUV,Manual,Diesel,2023,49582,1st,Tamil Nadu,No,924000
Maruti Suzuki,Ignis,L,Hatchback,Manual,Diesel,2022,24090,1st,Karnataka,No,1372800
Honda,Brio,S,Hatchback,Manual,Petrol,2018,55559,2nd,Maharashtra,No,530560
Tata,Harrier,XE,SUV,Automatic,Petrol,2023,52352,2nd,Maharashtra,No,1945389
Audi,A6,Technology,Sedan,Manual,Diesel,2021,154908,2nd,Maharashtra,No,689700
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2023,145597,1st,Maharashtra,No,1279080
Maruti Suzuki,Dzire,L,Sedan,Manual,Diesel,2020,24510,1st,Gujarat,No,902880
Kia,Sonet,HTX,SUV,Manual,Petrol,2023,122908,1st,Bihar,No,1271812
Hyundai,i10,Era,Hatchback,Manual,Petrol,2013,113726,2nd,Tamil Nadu,No,439230
Nissan,Sunny,XE,Sedan,Manual,Petrol,2014,58926,2nd,Karnataka,No,748048
Maruti Suzuki,Ignis,Base,Hatchback,Manual,CNG,2023,86427,1st,West Bengal,No,1363725
Honda,Amaze,V,Sedan,Automatic,Petrol,2013,14548,1st,Maharashtra,No,569002
Hyundai,Verna,Era,Sedan,Manual,CNG,2011,123871,3rd+,Delhi,No,307132
Ford,Endeavour,Ambiente,SUV,Manual,Petrol,2005,88038,3rd+,Delhi,No,248700
Tata,Harrier,XT,SUV,Manual,Petrol,2022,115418,1st,Odisha,No,748125
Maruti Suzuki,Dzire,Z,Sedan,Automatic,Petrol,2012,82955,2nd,Karnataka,No,609879
MG,ZS EV,Smart,Luxury,Manual,Petrol,2023,177315,1st,Gujarat,No,544500
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2006,150544,2nd,West Bengal,No,199650
Mahindra,Bolero,W10,SUV,Manual,Petrol,2005,118555,3rd+,Kerala,No,246881
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Electric,2020,54126,1st,Rajasthan,No,1276446
Toyota,Glanza,ZX,Hatchback,Manual,Petrol,2021,112803,1st,Maharashtra,No,1069200
Honda,WR-V,S,SUV,Manual,Petrol,2019,92538,2nd,Rajasthan,No,160374
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2018,130854,2nd,Maharashtra,Yes,259011
Tata,Tigor,XZ,Sedan,Manual,Petrol,2022,82807,1st,Maharashtra,No,1727385
Kia,Carens,HTK+,MPV,Manual,Diesel,2022,62001,1st,Tamil Nadu,No,1818300
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2018,83260,1st,Maharashtra,No,610948
Volkswagen,Vento,Trendline,Sedan,Manual,Hybrid,2013,33699,1st,West Bengal,No,663836
Maruti Suzuki,Celerio,Z,Hatchback,Automatic,Diesel,2016,20518,1st,Delhi,No,1600830
Tata,Altroz,XT,Hatchback,Manual,CNG,2023,137752,1st,Gujarat,No,1097250
Maruti Suzuki,Alto,Z,Hatchback,Manual,Hybrid,2001,131776,3rd+,Telangana,No,300155
Hyundai,Grand i10,Base,Hatchback,Manual,Petrol,2013,35975,2nd,Kerala,No,781660
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Diesel,2022,74580,1st,Rajasthan,Yes,637846
Hyundai,Creta,SX(O),SUV,Manual,CNG,2020,133093,1st,Delhi,No,1481287
Maruti Suzuki,Dzire,V,Sedan,Automatic,Petrol,2012,65402,1st,Tamil Nadu,No,550035
Honda,Brio,S,Hatchback,Manual,Petrol,2012,41939,1st,Kerala,No,940500
Mahindra,Scorpio,W4,SUV,Manual,Petrol,2020,59054,1st,Tamil Nadu,No,904365
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Diesel,2022,161248,1st,Gujarat,No,1402500
